Year,Rank,"Pos
Rank",Draft_Rank,Player,Round,Pick,Tm,Draft Year,Pos,Age,To,All_Pro,Pro_Bowl,Starter_years,Games_Played,Passing_Comp,Pass_att,Pass_yards,Pass_TD,Pass_Int,Rush_att,Rush_yards,Rush_TD,Rec_rec,Rec_yards,Rec_TD,College/Univ,Total Fantasy Points,Fantasy Points Per Game
2017,12,2,1.12,Evan Engram,1.0,23.0,NYG,2017.0,TE,23.0,2023.0,0.0,2.0,6.0,99.0,0.0,0.0,0.0,0.0,0.0,16.0,93.0,1.0,449.0,4557.0,24.0,Mississippi,839.5,8.47979797979798
2017,13,3,2.01,David Njoku,1.0,29.0,CLE,2017.0,TE,21.0,2023.0,0.0,1.0,3.0,95.0,0.0,0.0,0.0,0.0,0.0,4.0,-6.0,0.0,287.0,3264.0,25.0,Miami (FL),619.3000000000001,6.5189473684210535
2017,14,4,2.02,Zay Jones,2.0,37.0,BUF,2017.0,WR,22.0,2023.0,0.0,0.0,3.0,104.0,1.0,2.0,29.0,0.0,0.0,8.0,24.0,0.0,287.0,3028.0,18.0,East Carolina,559.6,5.380769230769231
2017,15,5,2.03,JuJu Smith-Schuster,2.0,62.0,PIT,2017.0,WR,20.0,2023.0,0.0,1.0,4.0,90.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,1.0,430.0,5048.0,30.0,USC,908.0,10.088888888888889
2017,16,6,2.04,Curtis Samuel,2.0,40.0,CAR,2017.0,WR,21.0,2023.0,0.0,0.0,4.0,91.0,0.0,0.0,0.0,0.0,0.0,121.0,715.0,7.0,317.0,3383.0,22.0,Ohio St.,742.3,8.157142857142857
2017,17,8,2.05,D'Onta Foreman,3.0,89.0,HOU,2017.0,RB,21.0,2023.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,552.0,2326.0,14.0,34.0,342.0,3.0,Texas,385.8,7.4192307692307695
2017,18,9,2.06,Marlon Mack,4.0,143.0,IND,2017.0,RB,21.0,2022.0,0.0,0.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,583.0,2568.0,21.0,65.0,547.0,3.0,South Florida,488.0,8.872727272727273
2017,19,7,2.07,Kenny Golladay,3.0,96.0,DET,2017.0,WR,23.0,2022.0,0.0,1.0,4.0,73.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,226.0,3670.0,22.0,Northern Illinois,613.7,8.406849315068493
2017,20,10,2.08,Jamaal Williams,4.0,134.0,GNB,2017.0,RB,22.0,2023.0,0.0,0.0,3.0,103.0,0.0,0.0,0.0,0.0,0.0,1021.0,3958.0,31.0,178.0,1253.0,8.0,BYU,844.0999999999999,8.19514563106796
2017,21,11,2.09,Joe Williams,4.0,121.0,SFO,2017.0,RB,24.0,,0.0,0.0,0.0,,,,,,,,,,,,,Utah,,
2017,22,8,2.1,Chris Godwin,3.0,84.0,TAM,2017.0,WR,21.0,2023.0,0.0,1.0,4.0,104.0,0.0,1.0,0.0,0.0,0.0,12.0,72.0,2.0,529.0,6690.0,34.0,Penn St.,1156.7,11.122115384615386
2017,23,9,2.11,Cooper Kupp,3.0,69.0,LAR,2017.0,WR,24.0,2023.0,1.0,1.0,5.0,92.0,0.0,4.0,0.0,0.0,0.0,24.0,129.0,1.0,567.0,7066.0,51.0,Eastern Washington,1315.0,14.293478260869565
2017,24,12,2.12,James Conner,3.0,105.0,PIT,2017.0,RB,22.0,2023.0,0.0,2.0,4.0,91.0,0.0,0.0,0.0,0.0,0.0,1125.0,4876.0,51.0,234.0,1803.0,10.0,Pittsburgh,1150.9,12.647252747252749
2017,25,13,3.01,Jeremy McNichols,5.0,162.0,TAM,2017.0,RB,21.0,2023.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,90.0,364.0,1.0,40.0,295.0,1.0,Boise St.,97.9,2.6459459459459462
2017,26,4,3.02,Gerald Everett,2.0,44.0,LAR,2017.0,TE,23.0,2023.0,0.0,0.0,2.0,107.0,0.0,0.0,0.0,0.0,0.0,12.0,61.0,1.0,284.0,2833.0,19.0,South Alabama,551.4,5.153271028037383
2017,27,10,3.03,Carlos Henderson,3.0,82.0,DEN,2017.0,WR,22.0,,0.0,0.0,0.0,,,,,,,,,,,,,Louisiana Tech,,
2017,28,1,3.04,Deshaun Watson,1.0,12.0,HOU,2017.0,QB,21.0,2023.0,0.0,3.0,3.0,66.0,1390.0,2089.0,16756.0,118.0,45.0,369.0,1994.0,19.0,1.0,6.0,1.0,Clemson,2614.1000000000004,39.607575757575766
2017,29,5,3.05,Adam Shaheen,2.0,45.0,CHI,2017.0,TE,22.0,2021.0,0.0,0.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,509.0,7.0,Ashland,117.9,2.1436363636363636
2017,30,11,3.06,Taywan Taylor,3.0,72.0,TEN,2017.0,WR,22.0,2020.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,8.0,43.0,0.0,53.0,697.0,2.0,Western Kentucky,112.5,3.2142857142857144
2017,31,12,3.07,Chad Williams,3.0,98.0,ARI,2017.0,WR,22.0,2019.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,20.0,202.0,1.0,Grambling St.,40.400000000000006,2.3764705882352946
2017,32,13,3.08,ArDarius Stewart,3.0,79.0,NYJ,2017.0,WR,23.0,2017.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,27.0,0.0,6.0,82.0,0.0,Alabama,13.900000000000002,0.9266666666666669
2017,33,2,3.09,Patrick Mahomes,1.0,10.0,KAN,2017.0,QB,21.0,2023.0,2.0,6.0,5.0,96.0,2386.0,3590.0,28424.0,219.0,63.0,374.0,1936.0,12.0,1.0,6.0,0.0,Texas Tech,4297.1,44.76145833333334
2017,34,14,3.1,Wayne Gallman,4.0,140.0,NYG,2017.0,RB,22.0,2021.0,0.0,0.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,366.0,1548.0,9.0,81.0,519.0,2.0,Clemson,313.20000000000005,5.134426229508198
2017,35,14,3.11,Josh Reynolds,4.0,117.0,LAR,2017.0,WR,22.0,2023.0,0.0,0.0,2.0,107.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0,0.0,220.0,2933.0,19.0,Texas A&M,520.9,4.86822429906542
2017,36,3,3.12,DeShone Kizer,2.0,52.0,CLE,2017.0,QB,21.0,2018.0,0.0,0.0,1.0,18.0,275.0,518.0,3081.0,11.0,24.0,82.0,458.0,5.0,0.0,0.0,0.0,Notre Dame,401.90000000000003,22.32777777777778
2017,37,4,4.01,Mitchell Trubisky,1.0,2.0,CHI,2017.0,QB,23.0,2023.0,0.0,1.0,4.0,69.0,1200.0,1872.0,12536.0,72.0,48.0,238.0,1173.0,13.0,0.0,0.0,0.0,North Carolina,1784.9,25.868115942028986
2017,38,6,4.02,Jonnu Smith,3.0,100.0,TEN,2017.0,TE,22.0,2023.0,0.0,0.0,5.0,107.0,0.0,1.0,0.0,0.0,0.0,17.0,127.0,1.0,219.0,2423.0,20.0,Florida International,490.5,4.58411214953271
2017,39,15,4.03,Elijah McGuire,6.0,188.0,NYJ,2017.0,RB,23.0,2018.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,180.0,591.0,4.0,36.0,370.0,2.0,Louisiana,150.1,6.254166666666666
2017,40,16,4.04,Donnel Pumphrey,4.0,132.0,PHI,2017.0,RB,22.0,,0.0,0.0,0.0,,,,,,,,,,,,,San Diego St.,,
2017,41,17,4.05,Aaron Jones,5.0,182.0,GNB,2017.0,RB,22.0,2023.0,0.0,1.0,5.0,97.0,0.0,0.0,0.0,0.0,0.0,1177.0,5940.0,45.0,272.0,2076.0,18.0,Texas-El Paso,1315.6,13.562886597938144
2017,42,18,4.06,De'Angelo Henderson,6.0,203.0,DEN,2017.0,RB,24.0,2018.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,32.0,0.0,2.0,36.0,1.0,Coastal Carolina,13.8,1.725
2017,43,19,4.07,Elijah Hood,7.0,242.0,OAK,2017.0,RB,21.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina,0.0,0.0
2017,44,15,4.08,Ryan Switzer,4.0,133.0,DAL,2017.0,WR,22.0,2019.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,0.0,50.0,321.0,1.0,North Carolina,65.7,1.602439024390244
2017,45,16,4.09,Ishmael Zamora,,,,,,,,,,,,,,,,,,,,,,,,,
2017,46,7,4.1,Jake Butt,5.0,145.0,DEN,2017.0,TE,22.0,2020.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,Michigan,14.0,1.75
2017,47,17,4.11,Amara Darboh,3.0,106.0,SEA,2017.0,WR,23.0,2017.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,71.0,0.0,Michigan,11.100000000000001,0.6937500000000001
2017,48,8,4.12,George Kittle,5.0,146.0,SFO,2017.0,TE,23.0,2023.0,2.0,5.0,5.0,98.0,0.0,0.0,0.0,0.0,0.0,12.0,71.0,0.0,460.0,6274.0,37.0,Iowa,1086.5,11.08673469387755
2017,49,18,5.01,Dede Westbrook,4.0,110.0,JAX,2017.0,WR,23.0,2021.0,0.0,0.0,1.0,55.0,0.0,1.0,0.0,0.0,0.0,14.0,125.0,0.0,170.0,1788.0,9.0,Oklahoma,330.3,6.005454545454546
2017,50,20,5.02,Tarik Cohen,4.0,119.0,CHI,2017.0,RB,22.0,2020.0,1.0,1.0,2.0,51.0,2.0,3.0,22.0,2.0,0.0,264.0,1101.0,5.0,209.0,1575.0,9.0,North Carolina A&T,470.3,9.221568627450981
2018,1,1,1.01,Saquon Barkley,1.0,2.0,NYG,2018.0,RB,21.0,2023.0,0.0,2.0,4.0,74.0,0.0,0.0,0.0,0.0,0.0,1201.0,5211.0,35.0,288.0,2100.0,12.0,Penn St.,1157.1,15.636486486486485
2018,2,2,1.02,Derrius Guice,2.0,59.0,WAS,2018.0,RB,21.0,2019.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,42.0,245.0,2.0,7.0,79.0,1.0,LSU,53.9,10.78
2018,3,3,1.03,Rashaad Penny,1.0,27.0,SEA,2018.0,RB,22.0,2023.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,348.0,1951.0,13.0,28.0,227.0,1.0,San Diego St.,315.8,7.017777777777778
2018,4,4,1.04,Sony Michel,1.0,31.0,NWE,2018.0,RB,23.0,2022.0,0.0,0.0,2.0,65.0,0.0,0.0,0.0,0.0,0.0,779.0,3243.0,18.0,56.0,439.0,2.0,Georgia,516.2,7.941538461538462
2018,5,5,1.05,Ronald Jones,,,,,,,,,,,,,,,,,,,,,,,,,
2018,6,6,1.06,Nick Chubb,2.0,35.0,CLE,2018.0,RB,22.0,2023.0,0.0,4.0,5.0,77.0,0.0,0.0,0.0,0.0,0.0,1238.0,6511.0,48.0,123.0,1011.0,4.0,Georgia,1125.7,14.61948051948052
2018,7,7,1.07,Kerryon Johnson,2.0,43.0,DET,2018.0,RB,21.0,2021.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,283.0,1225.0,8.0,61.0,527.0,3.0,Auburn,271.7,7.7628571428571425
2018,8,8,1.08,Royce Freeman,3.0,71.0,DEN,2018.0,RB,22.0,2023.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,471.0,1792.0,10.0,86.0,532.0,1.0,Oregon,341.40000000000003,4.321518987341773
2018,9,1,1.09,DJ Moore,1.0,24.0,CAR,2018.0,WR,21.0,2023.0,0.0,0.0,5.0,97.0,0.0,1.0,0.0,0.0,0.0,43.0,356.0,1.0,460.0,6565.0,29.0,Maryland,1102.1,11.361855670103091
2018,10,2,1.1,Courtland Sutton,2.0,40.0,DEN,2018.0,WR,22.0,2023.0,0.0,1.0,3.0,81.0,2.0,2.0,54.0,0.0,0.0,5.0,21.0,0.0,298.0,4259.0,24.0,SMU,726.4000000000001,8.967901234567902
2018,11,3,1.11,Calvin Ridley,1.0,26.0,ATL,2018.0,WR,23.0,2023.0,0.0,0.0,2.0,66.0,0.0,0.0,0.0,0.0,0.0,22.0,85.0,0.0,324.0,4358.0,36.0,Alabama,822.3,12.459090909090909
2018,12,4,1.12,Christian Kirk,2.0,47.0,ARI,2018.0,WR,21.0,2023.0,0.0,0.0,5.0,85.0,2.0,4.0,32.0,0.0,0.0,22.0,159.0,0.0,377.0,4797.0,28.0,Texas A&M,855.3000000000001,10.06235294117647
2018,13,5,2.01,Anthony Miller,2.0,51.0,CHI,2018.0,WR,23.0,2021.0,0.0,0.0,2.0,50.0,1.0,1.0,8.0,0.0,0.0,9.0,37.0,0.0,140.0,1589.0,12.0,Memphis,305.4,6.108
2018,14,6,2.02,Michael Gallup,3.0,81.0,DAL,2018.0,WR,22.0,2023.0,0.0,0.0,4.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,3744.0,21.0,Colorado St.,633.4000000000001,7.365116279069769
2018,15,7,2.03,James Washington,2.0,60.0,PIT,2018.0,WR,22.0,2022.0,0.0,0.0,2.0,62.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,114.0,1629.0,11.0,Oklahoma St.,287.2,4.632258064516129
2018,16,9,2.04,Nyheim Hines,4.0,104.0,IND,2018.0,RB,21.0,2022.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,306.0,1202.0,10.0,240.0,1778.0,8.0,North Carolina St.,526.0,6.493827160493828
2018,17,1,2.05,Mike Gesicki,2.0,42.0,MIA,2018.0,TE,22.0,2023.0,0.0,0.0,1.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,2861.0,20.0,Penn St.,536.1,5.470408163265306
2018,18,1,2.06,Baker Mayfield,1.0,1.0,CLE,2018.0,QB,23.0,2023.0,0.0,1.0,4.0,89.0,1750.0,2825.0,20332.0,130.0,74.0,251.0,823.0,7.0,1.0,17.0,0.0,Oklahoma,2791.7,31.367415730337076
2018,19,8,2.07,Dante Pettis,2.0,44.0,SFO,2018.0,WR,22.0,2022.0,0.0,0.0,0.0,50.0,2.0,2.0,32.0,0.0,0.0,3.0,35.0,0.0,71.0,984.0,12.0,Washington,212.60000000000002,4.252000000000001
2018,20,10,2.08,Jordan Wilkins,5.0,169.0,IND,2018.0,RB,24.0,2022.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,208.0,1009.0,4.0,41.0,262.0,0.0,Mississippi,171.60000000000002,3.177777777777778
2018,21,2,2.09,Lamar Jackson,1.0,32.0,BAL,2018.0,QB,21.0,2023.0,2.0,3.0,4.0,86.0,1362.0,2112.0,15887.0,125.0,45.0,875.0,5258.0,29.0,0.0,0.0,0.0,Louisville,2948.5,34.28488372093023
2018,22,11,2.1,Kalen Ballage,4.0,131.0,MIA,2018.0,RB,22.0,2021.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,213.0,665.0,7.0,54.0,293.0,0.0,Arizona St.,164.8,3.1692307692307695
2018,23,9,2.11,Tre'Quan Smith,3.0,91.0,NOR,2018.0,WR,22.0,2023.0,0.0,0.0,3.0,67.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,131.0,1764.0,18.0,Central Florida,350.2,5.226865671641791
2018,24,2,2.12,Hayden Hurst,1.0,25.0,BAL,2018.0,TE,25.0,2023.0,0.0,0.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,195.0,1902.0,15.0,South Carolina,377.70000000000005,4.781012658227849
2018,25,10,3.01,Antonio Callaway,4.0,105.0,CLE,2018.0,WR,21.0,2020.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,53.0,695.0,5.0,Florida,126.7,5.0680000000000005
2018,26,3,3.02,Josh Rosen,1.0,10.0,ARI,2018.0,QB,21.0,2021.0,0.0,0.0,1.0,24.0,277.0,513.0,2864.0,12.0,21.0,26.0,151.0,0.0,0.0,0.0,0.0,UCLA,331.50000000000006,13.812500000000002
2018,27,3,3.03,Dallas Goedert,2.0,49.0,PHI,2018.0,TE,23.0,2023.0,0.0,0.0,5.0,83.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,307.0,3589.0,22.0,South Dakota St.,644.5,7.765060240963855
2018,28,11,3.04,Keke Coutee,4.0,103.0,HOU,2018.0,WR,21.0,2022.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,1.0,85.0,966.0,4.0,Texas Tech,170.5,5.166666666666667
2018,29,4,3.05,Chris Herndon,4.0,107.0,NYJ,2018.0,TE,22.0,2021.0,0.0,0.0,2.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,836.0,8.0,Miami (FL),169.10000000000002,3.4510204081632656
2018,30,12,3.06,DJ Chark,2.0,61.0,JAX,2018.0,WR,21.0,2023.0,0.0,1.0,3.0,69.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,212.0,3069.0,23.0,LSU,552.9000000000001,8.01304347826087
2018,31,13,3.07,J'Mon Moore,4.0,133.0,GNB,2018.0,WR,23.0,2018.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,Missouri,2.5,0.20833333333333334
2018,32,4,3.08,Sam Darnold,1.0,3.0,NYJ,2018.0,QB,21.0,2023.0,0.0,0.0,4.0,66.0,1082.0,1811.0,12064.0,63.0,56.0,209.0,760.0,13.0,0.0,0.0,0.0,USC,1626.4,24.642424242424244
2018,33,12,3.09,Chase Edmonds,4.0,134.0,ARI,2018.0,RB,22.0,2023.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,450.0,1972.0,11.0,158.0,1159.0,6.0,Fordham,494.1,5.953012048192772
2018,34,14,3.1,Deon Cain,6.0,185.0,IND,2018.0,WR,22.0,2020.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,124.0,0.0,Clemson,16.9,1.1266666666666665
2018,35,15,3.11,DaeSean Hamilton,4.0,113.0,DEN,2018.0,WR,23.0,2020.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,833.0,5.0,Penn St.,153.8,3.3434782608695657
2018,36,16,3.12,Equanimeous St Brown,6.0,207.0,GNB,2018.0,WR,21.0,2023.0,0.0,0.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,11.0,80.0,0.0,63.0,928.0,2.0,Notre Dame,144.3,2.4050000000000002
2018,37,17,4.01,Marquez Valdes-Scantling,5.0,174.0,GNB,2018.0,WR,23.0,2023.0,0.0,0.0,4.0,92.0,0.0,0.0,0.0,0.0,0.0,9.0,48.0,0.0,186.0,3155.0,16.0,South Florida,509.3,5.535869565217391
2018,38,13,4.02,John Kelly,6.0,176.0,LAR,2018.0,RB,21.0,2023.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,32.0,96.0,0.0,2.0,27.0,0.0,Tennessee,13.3,1.0230769230769232
2018,39,18,4.03,Daurice Fountain,5.0,159.0,IND,2018.0,WR,22.0,2021.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,Northern Iowa,3.3000000000000003,0.41250000000000003
2018,40,14,4.04,Ito Smith,4.0,126.0,ATL,2018.0,RB,22.0,2021.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,176.0,693.0,7.0,55.0,314.0,0.0,Southern Miss,170.20000000000002,4.727777777777778
2018,41,15,4.05,Justin Jackson,7.0,251.0,LAC,2018.0,RB,22.0,2022.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,248.0,1210.0,5.0,77.0,609.0,1.0,Northwestern,256.4,4.345762711864406
2018,42,16,4.06,Jaylen Samuels,5.0,165.0,PIT,2018.0,TE,22.0,2021.0,0.0,0.0,0.0,45.0,4.0,5.0,35.0,0.0,1.0,136.0,468.0,1.0,85.0,564.0,4.0,North Carolina St.,177.20000000000002,3.9377777777777783
2018,43,19,4.07,Justin Watson,5.0,144.0,TAM,2018.0,WR,22.0,2023.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1033.0,7.0,Pennsylvania,177.8,2.4356164383561647
2018,44,5,4.08,Josh Allen,1.0,7.0,BUF,2018.0,QB,22.0,2023.0,0.0,3.0,5.0,94.0,1989.0,3145.0,22703.0,167.0,78.0,657.0,3611.0,53.0,1.0,12.0,1.0,Wyoming,3803.1,40.458510638297874
2018,45,20,4.09,Trey Quinn,7.0,256.0,WAS,2018.0,WR,22.0,2020.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,273.0,2.0,SMU,56.8,3.55
2018,46,5,4.1,Mark Andrews,3.0,86.0,BAL,2018.0,TE,23.0,2023.0,1.0,3.0,1.0,87.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,381.0,4857.0,40.0,Oklahoma,917.0,10.540229885057471
2018,47,17,4.11,Boston Scott,6.0,201.0,NOR,2018.0,RB,23.0,2023.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,302.0,1295.0,16.0,71.0,566.0,1.0,Louisiana Tech,323.6,4.314666666666667
2018,48,18,4.12,Bo Scarbrough,7.0,236.0,DAL,2018.0,RB,23.0,2020.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,95.0,408.0,1.0,1.0,5.0,0.0,Alabama,47.800000000000004,6.828571428571429
2018,49,19,5.01,Mark Walton,4.0,112.0,CIN,2018.0,RB,21.0,2019.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,67.0,235.0,0.0,20.0,130.0,0.0,Miami (FL),46.5,2.2142857142857144
2018,50,21,5.02,Braxton Berrios,6.0,210.0,NWE,2018.0,WR,22.0,2023.0,1.0,0.0,0.0,81.0,1.0,1.0,2.0,1.0,0.0,20.0,171.0,4.0,134.0,1323.0,6.0,Miami (FL),282.6,3.4888888888888894
2018,51,6,5.03,Ian Thomas,4.0,101.0,CAR,2018.0,TE,22.0,2023.0,0.0,0.0,2.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,1055.0,4.0,Indiana,187.5,1.9946808510638299
2018,52,20,5.04,Phillip Lindsay,,,,,,,,,,,,,,,,,,,,,,,,,
2018,53,7,5.05,Troy Fumagalli,5.0,156.0,DEN,2018.0,TE,23.0,2020.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,118.0,2.0,Wisconsin,30.8,1.6210526315789473
2019,1,1,1.01,Josh Jacobs,1.0,24.0,OAK,2019.0,RB,21.0,2023.0,1.0,2.0,4.0,73.0,0.0,0.0,0.0,0.0,0.0,1305.0,5545.0,46.0,197.0,1448.0,0.0,Alabama,1073.8,14.70958904109589
2019,2,2,1.02,David Montgomery,3.0,73.0,CHI,2019.0,RB,22.0,2023.0,0.0,0.0,3.0,74.0,0.0,1.0,0.0,0.0,1.0,1134.0,4624.0,39.0,171.0,1357.0,4.0,Iowa St.,939.6000000000001,12.697297297297299
2019,3,3,1.03,Miles Sanders,2.0,53.0,PHI,2019.0,RB,22.0,2023.0,0.0,1.0,4.0,73.0,0.0,0.0,0.0,0.0,0.0,868.0,4140.0,21.0,151.0,1096.0,3.0,Penn St.,743.1,10.17945205479452
2019,4,1,1.04,N'Keal Harry,1.0,32.0,NWE,2019.0,WR,21.0,2023.0,0.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,7.0,49.0,0.0,64.0,714.0,5.0,Arizona St.,138.3,2.822448979591837
2019,5,4,1.05,Darrell Henderson,3.0,70.0,LAR,2019.0,RB,22.0,2023.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,442.0,1854.0,15.0,76.0,577.0,4.0,Memphis,395.09999999999997,7.316666666666666
2019,6,2,1.06,DK Metcalf,2.0,64.0,SEA,2019.0,WR,21.0,2023.0,0.0,2.0,4.0,82.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,372.0,5332.0,43.0,Mississippi,978.9000000000001,11.937804878048782
2019,7,3,1.07,AJ Brown,2.0,51.0,TEN,2019.0,WR,22.0,2023.0,0.0,3.0,4.0,77.0,0.0,2.0,0.0,0.0,0.0,5.0,70.0,1.0,379.0,5947.0,42.0,Mississippi,1049.2,13.625974025974026
2019,8,4,1.08,Parris Campbell,2.0,59.0,IND,2019.0,WR,22.0,2023.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,11.0,108.0,0.0,117.0,1087.0,5.0,Ohio St.,208.0,4.7272727272727275
2019,9,1,1.09,TJ Hockenson,1.0,8.0,DET,2019.0,TE,22.0,2023.0,0.0,2.0,2.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,341.0,3547.0,23.0,Iowa,663.2,9.211111111111112
2019,10,5,1.1,Damien Harris,3.0,87.0,NWE,2019.0,RB,22.0,2023.0,0.0,0.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,472.0,2188.0,21.0,42.0,297.0,0.0,Alabama,395.5,8.988636363636363
2019,11,1,1.11,Kyler Murray,1.0,1.0,ARI,2019.0,QB,22.0,2023.0,0.0,2.0,4.0,65.0,1492.0,2239.0,15647.0,94.0,46.0,425.0,2448.0,26.0,0.0,7.0,0.0,Oklahoma,2438.2,37.51076923076923
2019,12,5,1.12,JJ Arcega-Whiteside,2.0,57.0,PHI,2019.0,WR,22.0,2021.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,290.0,1.0,Stanford,43.0,1.075
2019,13,6,2.01,Deebo Samuel,2.0,36.0,SFO,2019.0,WR,23.0,2023.0,1.0,1.0,3.0,66.0,1.0,3.0,24.0,1.0,0.0,160.0,1007.0,19.0,283.0,4122.0,19.0,South Carolina,890.8000000000001,13.496969696969698
2019,14,2,2.02,Noah Fant,1.0,20.0,DEN,2019.0,TE,21.0,2023.0,0.0,0.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0,3.0,-12.0,0.0,252.0,2805.0,14.0,Iowa,489.3,6.040740740740741
2019,15,7,2.03,Marquise Brown,1.0,25.0,BAL,2019.0,WR,22.0,2023.0,0.0,0.0,3.0,72.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,313.0,3644.0,28.0,Oklahoma,691.9000000000001,9.609722222222224
2019,16,6,2.04,Justice Hill,4.0,113.0,BAL,2019.0,RB,21.0,2023.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,203.0,934.0,5.0,53.0,354.0,1.0,Oklahoma St.,191.3,3.2423728813559323
2019,17,7,2.05,Devin Singletary,3.0,74.0,BUF,2019.0,RB,22.0,2023.0,0.0,0.0,4.0,78.0,1.0,1.0,6.0,1.0,0.0,888.0,4049.0,20.0,175.0,1164.0,4.0,Florida Atlantic,759.4,9.735897435897435
2019,18,8,2.06,Andy Isabella,2.0,62.0,ARI,2019.0,WR,22.0,2023.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,33.0,447.0,3.0,Massachusetts,80.2,1.8651162790697675
